index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,begin_month,credit
174,F,N,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,29.465753424657535,2.8493150684931505,1,0,0,1,Sales staff,2.0,15.0,2.0
175,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,29.328767123287673,3.76986301369863,1,0,0,0,Drivers,2.0,2.0,1.0
176,F,Y,N,0,315000.0,State servant,Higher education,Married,House / apartment,49.15068493150685,27.279452054794522,1,1,0,0,Managers,2.0,26.0,2.0
177,F,N,N,0,157500.0,Commercial associate,Higher education,Single / not married,Rented apartment,32.28767123287671,3.8767123287671232,1,0,0,0,No job,1.0,22.0,1.0
178,M,N,N,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,55.583561643835615,0.0,1,0,0,0,No job,2.0,12.0,2.0
179,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,46.54794520547945,5.550684931506849,1,0,0,0,Drivers,2.0,19.0,2.0
180,F,Y,Y,0,720000.0,Commercial associate,Higher education,Separated,House / apartment,56.961643835616435,13.189041095890412,1,1,1,0,Managers,1.0,58.0,2.0
181,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.76164383561644,0.0,1,0,0,0,No job,2.0,5.0,0.0
182,F,N,Y,2,67500.0,Working,Higher education,Married,House / apartment,28.167123287671235,2.632876712328767,1,1,0,0,No job,4.0,12.0,0.0
183,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.632876712328766,0.0,1,0,1,0,No job,2.0,42.0,1.0
184,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,Office apartment,41.347945205479455,2.7260273972602738,1,0,0,1,Drivers,2.0,46.0,2.0
185,F,N,Y,0,180000.0,Working,Lower secondary,Widow,House / apartment,46.035616438356165,6.101369863013699,1,1,1,0,Cleaning staff,1.0,49.0,2.0
186,F,Y,Y,0,216000.0,Working,Higher education,Married,House / apartment,50.76438356164383,4.956164383561644,1,0,0,0,Secretaries,2.0,10.0,2.0
187,F,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.89041095890411,11.613698630136986,1,0,0,0,Laborers,3.0,4.0,1.0
188,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,54.868493150684934,0.0,1,0,0,0,No job,1.0,26.0,0.0
189,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,45.40547945205479,12.531506849315068,1,0,0,0,No job,2.0,44.0,2.0
190,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.73150684931507,0.0,1,0,1,0,No job,1.0,13.0,0.0
191,F,N,N,0,121500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.38356164383562,0.0,1,0,0,0,No job,2.0,28.0,2.0
192,F,N,Y,0,135000.0,Working,Higher education,Married,House / apartment,36.43561643835616,4.46027397260274,1,0,0,0,Laborers,2.0,14.0,2.0
193,M,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.44931506849315,7.052054794520548,1,0,0,0,Security staff,2.0,22.0,0.0
194,M,Y,N,1,252000.0,State servant,Higher education,Married,House / apartment,34.2,4.52054794520548,1,1,1,0,High skill tech staff,3.0,19.0,1.0
195,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.084931506849315,1.5123287671232877,1,0,0,0,Laborers,2.0,5.0,2.0
196,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,27.09315068493151,6.271232876712329,1,0,0,0,Managers,2.0,36.0,2.0
197,M,N,Y,1,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,31.572602739726026,6.997260273972603,1,0,0,0,Sales staff,3.0,49.0,2.0
198,F,N,Y,2,225000.0,State servant,Secondary / secondary special,Married,House / apartment,35.827397260273976,14.778082191780822,1,1,0,0,Medicine staff,4.0,26.0,1.0
199,F,N,Y,2,360000.0,Working,Secondary / secondary special,Married,House / apartment,43.320547945205476,1.8027397260273972,1,0,1,0,Sales staff,4.0,11.0,2.0
200,M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,40.12602739726027,5.35068493150685,1,0,0,0,Managers,2.0,3.0,1.0
201,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,33.75890410958904,10.183561643835617,1,0,0,0,Core staff,2.0,10.0,1.0
202,F,N,N,0,135000.0,Working,Higher education,Married,House / apartment,38.863013698630134,12.183561643835617,1,1,0,0,Core staff,2.0,8.0,1.0
203,M,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.816438356164383,11.043835616438356,1,0,1,0,Laborers,2.0,41.0,2.0
204,M,N,N,0,382500.0,Working,Secondary / secondary special,Married,Municipal apartment,47.271232876712325,3.3068493150684932,1,1,1,0,Managers,2.0,46.0,1.0
205,F,N,Y,0,171000.0,Working,Secondary / secondary special,Single / not married,Rented apartment,46.40547945205479,1.8438356164383563,1,0,0,0,Laborers,1.0,28.0,2.0
206,M,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,31.136986301369863,7.52054794520548,1,1,1,0,Core staff,2.0,48.0,1.0
207,F,Y,N,0,144000.0,Working,Secondary / secondary special,Widow,House / apartment,39.47123287671233,3.684931506849315,1,0,0,0,HR staff,1.0,6.0,2.0
208,F,N,N,2,112500.0,State servant,Higher education,Married,House / apartment,31.791780821917808,7.454794520547945,1,0,0,1,Core staff,4.0,3.0,0.0
209,F,N,Y,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.583561643835615,0.0,1,0,1,0,No job,2.0,18.0,2.0
210,F,Y,Y,1,225000.0,Working,Higher education,Separated,House / apartment,40.59178082191781,4.580821917808219,1,0,0,0,Core staff,2.0,-0.0,1.0
211,F,N,Y,0,315000.0,Commercial associate,Higher education,Separated,House / apartment,48.635616438356166,6.52054794520548,1,1,1,0,Accountants,1.0,52.0,2.0
212,M,Y,Y,1,427500.0,Working,Higher education,Married,House / apartment,41.32876712328767,0.9698630136986301,1,0,0,0,Managers,3.0,3.0,1.0
213,F,N,N,0,78750.0,Working,Secondary / secondary special,Married,With parents,33.16164383561644,5.602739726027397,1,1,0,0,Security staff,2.0,13.0,2.0
214,F,N,N,0,67500.0,Pensioner,Higher education,Widow,House / apartment,65.97534246575343,0.0,1,0,0,0,No job,1.0,30.0,0.0
215,F,N,Y,0,121500.0,Working,Secondary / secondary special,Married,House / apartment,60.4,5.50958904109589,1,0,0,0,Laborers,2.0,13.0,2.0
216,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.295890410958904,20.027397260273972,1,1,1,0,Core staff,1.0,42.0,2.0
217,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61.04931506849315,0.0,1,0,0,0,No job,2.0,45.0,1.0
218,F,N,N,0,94500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.93972602739726,0.0,1,0,1,0,No job,2.0,41.0,0.0
219,F,Y,N,0,562500.0,Working,Higher education,Married,House / apartment,40.14794520547945,7.76986301369863,1,1,0,0,Managers,2.0,12.0,0.0
220,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,60.25205479452055,0.0,1,0,0,0,No job,1.0,32.0,1.0
221,F,N,N,1,72000.0,Commercial associate,Higher education,Married,House / apartment,38.83013698630137,5.273972602739726,1,0,0,1,Accountants,3.0,43.0,2.0
222,M,N,Y,0,144000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,46.51780821917808,5.013698630136986,1,0,0,0,Security staff,2.0,11.0,2.0
223,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,58.29041095890411,3.0904109589041098,1,0,1,0,Accountants,2.0,17.0,2.0
224,F,N,N,0,270000.0,Working,Higher education,Married,House / apartment,48.14520547945205,15.868493150684932,1,1,1,0,Managers,2.0,28.0,2.0
225,M,Y,N,1,180000.0,Working,Secondary / secondary special,Married,House / apartment,31.5013698630137,12.304109589041095,1,0,0,0,No job,3.0,12.0,1.0
226,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,34.57808219178082,3.6356164383561644,1,0,0,0,Managers,4.0,50.0,2.0
227,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53.602739726027394,8.893150684931507,1,0,0,0,No job,2.0,49.0,1.0
228,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,27.36986301369863,3.345205479452055,1,0,1,0,Sales staff,1.0,7.0,0.0
229,F,N,Y,0,90000.0,Pensioner,Higher education,Married,House / apartment,58.465753424657535,0.0,1,0,0,0,No job,2.0,51.0,2.0
230,F,N,N,0,103500.0,Working,Secondary / secondary special,Married,House / apartment,48.676712328767124,30.306849315068494,1,1,0,0,Medicine staff,2.0,37.0,2.0
231,F,Y,N,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.983561643835614,0.0,1,0,1,0,No job,2.0,19.0,2.0
232,F,Y,Y,0,225000.0,Working,Higher education,Civil marriage,House / apartment,30.32054794520548,1.347945205479452,1,0,0,0,Sales staff,2.0,17.0,0.0
233,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,44.04383561643836,21.03835616438356,1,0,0,0,No job,2.0,27.0,1.0
234,M,Y,Y,0,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.18630136986302,2.5287671232876714,1,0,1,1,Drivers,2.0,59.0,1.0
235,M,N,Y,0,247500.0,Commercial associate,Higher education,Civil marriage,House / apartment,43.821917808219176,1.0986301369863014,1,0,0,0,Core staff,2.0,11.0,1.0
236,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47.821917808219176,3.6191780821917807,1,0,0,0,Drivers,2.0,20.0,1.0
237,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,38.94794520547945,18.216438356164385,1,1,1,0,No job,2.0,27.0,2.0
238,M,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,42.83287671232877,0.4328767123287671,1,1,0,0,Laborers,2.0,29.0,2.0
239,F,Y,Y,1,270000.0,Working,Higher education,Separated,House / apartment,38.4986301369863,0.3835616438356164,1,0,1,1,Sales staff,2.0,37.0,2.0
240,M,Y,N,0,382500.0,State servant,Higher education,Married,Office apartment,32.76712328767123,11.435616438356165,1,0,0,0,No job,2.0,3.0,1.0
241,M,N,N,2,202500.0,Working,Secondary / secondary special,Married,House / apartment,34.8027397260274,8.605479452054794,1,0,1,0,Laborers,4.0,18.0,1.0
242,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37.78356164383562,3.706849315068493,1,1,0,0,Accountants,4.0,6.0,2.0
243,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,43.56986301369863,2.0876712328767124,1,0,0,0,Sales staff,1.0,13.0,2.0
244,M,N,N,1,99000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48.97534246575343,14.353424657534246,1,0,0,0,Laborers,2.0,1.0,1.0
245,F,Y,Y,1,157500.0,State servant,Secondary / secondary special,Married,House / apartment,37.83835616438356,9.26027397260274,1,0,0,0,Laborers,3.0,23.0,0.0
246,F,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,55.293150684931504,20.586301369863012,1,0,0,0,Accountants,2.0,43.0,1.0
247,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,50.61369863013699,8.276712328767124,1,0,0,1,Cleaning staff,2.0,28.0,2.0
248,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,38.88219178082192,1.715068493150685,1,0,0,0,Drivers,4.0,47.0,2.0
249,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,41.01917808219178,2.9123287671232876,1,0,0,0,Core staff,2.0,43.0,1.0
250,M,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,34.59452054794521,6.210958904109589,1,0,0,0,High skill tech staff,3.0,11.0,1.0
251,F,N,N,0,202500.0,Pensioner,Secondary / secondary special,Married,House / apartment,56.342465753424655,0.0,1,0,1,0,No job,2.0,14.0,2.0
252,F,Y,N,1,90000.0,Working,Incomplete higher,Married,Rented apartment,33.92602739726028,9.534246575342467,1,0,0,0,Laborers,3.0,6.0,1.0
253,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,54.18356164383562,18.726027397260275,1,1,1,0,Core staff,1.0,22.0,2.0
254,F,Y,Y,0,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28.224657534246575,2.010958904109589,1,0,0,0,Core staff,2.0,32.0,2.0
255,F,N,Y,1,180000.0,State servant,Higher education,Married,House / apartment,30.052054794520547,9.547945205479452,1,0,0,1,High skill tech staff,3.0,5.0,1.0
256,F,N,Y,2,360000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,37.1945205479452,9.753424657534246,1,0,0,0,Sales staff,3.0,25.0,2.0
257,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.13424657534246,0.0,1,0,0,0,No job,1.0,17.0,1.0
258,F,N,Y,0,315000.0,Working,Secondary / secondary special,Separated,House / apartment,41.797260273972604,9.016438356164384,1,0,0,0,Laborers,1.0,18.0,0.0
259,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,39.75890410958904,12.591780821917808,1,0,0,0,Laborers,3.0,46.0,2.0
260,F,N,Y,1,180000.0,Working,Higher education,Civil marriage,House / apartment,37.71780821917808,5.156164383561644,1,0,0,0,Sales staff,3.0,41.0,1.0
261,F,N,Y,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,36.605479452054794,18.043835616438358,1,1,0,0,Core staff,4.0,18.0,2.0
262,M,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,House / apartment,30.747945205479454,6.372602739726028,1,0,0,0,No job,2.0,46.0,2.0
263,F,N,N,1,180000.0,Working,Incomplete higher,Married,With parents,27.153424657534245,7.301369863013699,1,0,0,0,No job,3.0,38.0,2.0
264,F,N,N,0,81000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.441095890410956,0.0,1,0,0,0,No job,2.0,33.0,2.0
265,F,N,N,0,67500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,25.542465753424658,3.6876712328767125,1,0,0,0,No job,2.0,10.0,0.0
266,F,N,Y,0,238500.0,Working,Higher education,Married,House / apartment,56.21095890410959,8.139726027397261,1,1,1,0,Sales staff,2.0,12.0,2.0
267,F,Y,Y,0,202500.0,Pensioner,Higher education,Widow,House / apartment,58.271232876712325,0.0,1,0,0,1,No job,1.0,39.0,2.0
268,F,N,Y,0,630000.0,Working,Higher education,Separated,House / apartment,60.276712328767125,4.2164383561643834,1,1,1,0,Accountants,1.0,41.0,2.0
269,F,N,Y,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,36.608219178082194,5.3780821917808215,1,0,0,0,Sales staff,1.0,25.0,2.0
270,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,34.863013698630134,4.468493150684932,1,0,0,0,Core staff,4.0,42.0,0.0
271,F,Y,N,0,112500.0,Working,Higher education,Married,With parents,28.698630136986303,4.909589041095891,1,1,1,0,Core staff,2.0,11.0,2.0
272,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.586301369863016,0.0,1,0,0,0,No job,2.0,13.0,2.0
273,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,45.54794520547945,1.536986301369863,1,0,0,0,No job,4.0,23.0,2.0
274,M,Y,Y,0,184500.0,State servant,Higher education,Married,House / apartment,38.12602739726027,0.46301369863013697,1,0,0,0,Managers,2.0,60.0,2.0
275,M,Y,N,1,337500.0,State servant,Higher education,Married,House / apartment,35.05205479452055,9.791780821917808,1,0,0,0,No job,3.0,2.0,1.0
276,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58.94794520547945,0.0,1,0,0,0,No job,1.0,8.0,2.0
277,M,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,With parents,22.783561643835615,0.40821917808219177,1,0,0,0,Laborers,3.0,20.0,0.0
278,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,38.583561643835615,19.312328767123287,1,1,0,0,Core staff,2.0,-0.0,1.0
279,M,Y,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,54.75890410958904,0.0,1,0,0,0,No job,2.0,35.0,1.0
280,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,61.391780821917806,7.3561643835616435,1,0,1,0,Cooking staff,2.0,44.0,1.0
281,F,N,Y,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.6054794520548,0.0,1,0,1,0,No job,2.0,9.0,2.0
282,M,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.558904109589044,0.0,1,0,0,0,No job,1.0,5.0,2.0
283,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,37.797260273972604,7.347945205479452,1,0,0,0,Drivers,2.0,33.0,2.0
284,M,Y,Y,0,180000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63.8054794520548,0.0,1,0,1,0,No job,2.0,22.0,2.0
285,F,N,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,46.347945205479455,11.180821917808219,1,1,0,0,Laborers,1.0,3.0,0.0
286,M,N,Y,1,562500.0,Working,Incomplete higher,Married,House / apartment,37.78082191780822,15.449315068493151,1,1,1,0,No job,3.0,35.0,2.0
287,F,N,N,0,112500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.48219178082192,2.3808219178082193,1,0,0,0,No job,2.0,16.0,2.0
288,F,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,35.4027397260274,2.5287671232876714,1,0,0,0,Core staff,1.0,53.0,2.0
289,M,N,N,3,90000.0,State servant,Secondary / secondary special,Married,House / apartment,39.30958904109589,1.9917808219178081,1,0,0,1,No job,5.0,5.0,2.0
290,F,N,N,2,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,34.35890410958904,12.463013698630137,1,1,1,0,Laborers,4.0,16.0,2.0
291,F,N,N,0,157500.0,State servant,Higher education,Married,House / apartment,31.747945205479454,2.1945205479452055,1,1,1,0,Core staff,2.0,23.0,2.0
292,F,N,N,0,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.90684931506849,5.86027397260274,1,0,1,0,No job,2.0,31.0,0.0
293,F,Y,Y,0,301500.0,Pensioner,Higher education,Married,House / apartment,57.654794520547945,0.0,1,0,1,0,No job,2.0,7.0,2.0
294,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,28.295890410958904,3.1671232876712327,1,0,0,0,Laborers,2.0,20.0,1.0
295,F,N,N,0,135000.0,State servant,Higher education,Separated,With parents,53.463013698630135,5.454794520547945,1,1,0,0,IT staff,1.0,42.0,2.0
296,M,Y,N,0,247500.0,Working,Incomplete higher,Separated,House / apartment,28.410958904109588,4.2465753424657535,1,1,1,0,Managers,1.0,9.0,2.0
